Name,Categories,"Specialist care",Address,Postcode,"Phone number",Website,"How to arrange a place","More information from Care Inspectorate","More information from Better Caring","Available to download",Location
"Cameron Park Nursing Home","Nursing Home, Short Breaks and Respite","Care of the elderly dementia, Stroke & visual impairment","70 Peffermill Road, Edinburgh","EH16 5LP","0131 667 2032",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010619"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/cameron-park-residential-and-nursing-home_51934/"">Facilities, costs and specialist care</a>",,"55.932176,-3.154075"
"Camilla House","Nursing Home","Dementia, care of the elderly and Alzheimer's","19 Grange Terrace, Edinburgh","EH9 2LF","0131 662 1114","<a href=""http://www.europeancare.co.uk/camilla-house"">Camilla House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2006135743"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/camilla-house_23739/"">Facilities, costs and specialist care</a>",,"55.929608,-3.188778"
Castlegreen,"Nursing home",Dementia,"160 Greendykes Road, Craigmillar, Edinburgh","EH16 4ES","0131 657 8320",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2007161380"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/castlegreen_39425/"">Facilities, costs and specialist care</a>",,"55.93005,-3.125537"
"Chamberlain Nursing Home","Nursing Home, Short Breaks and Respite","Care of the elderly and Physical disability","7-9 Chamberlain Road, Edinburgh","EH10 4DJ","0131 447 2849",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010621"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/chamberlain-nursing-home_51935/"">Facilities, costs and specialist care</a>",,"55.934526,-3.208795"
"Cherryholme House","Residential Care Home","Care of the elderly","26 Colinton Road, Edinburgh","EH10 5EQ","0131 447 6813","<a href=""http://www.cairnha.com/Properties/Default.aspx?pid=56&location=edinburgh&region=cityedinburgh"">Cherryholme House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2006118744"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/cherryholme-house-_51946/"">Facilities, costs and specialist care</a>",,"55.931531,-3.219154"
"Claremont Park Nursing Home","Nursing Home","Dementia, care of the elderly, physical disability, Sensory Impairment","6 Claremont Park, Edinburgh","EH6 7PH","0131 554 6868","<a href=""http://claremontparknursinghome.co.uk/"">Claremont Park Nursing Home</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010622"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/claremont-park-nursing-home_35738/"">Facilities, costs and specialist care</a>",,"55.969722,-3.157355"
"Clovenstone House - City of Edinburgh Council","Nursing Home","Dementia, care of the elderly, Physical disability or illness","27 Clovenstone Gardens, Edinburgh","EH14 3EX","0131 442 2312",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010934"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/clovenstone-house_37217/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1584/clovenstone_care_home_leaflet"">Information leaflet</a>","55.912973,-3.271799"
"Cluny Lodge Nursing Home","Nursing Home, Short Breaks and Respite","Care of the elderly and Physical disability","10-16 Cluny Drive, Edinburgh","EH10 6DP","0131 447 3411","<a href=""http://elder-homes.co.uk/contact.php"">Cluny Lodge Nursing Home</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010623"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/cluny-lodge-residential-and-nursing-home_51936/"">Facilities, costs and specialist care</a>",,"55.923256,-3.205387"
"Colinton Care Home","Nursing Home, Short Breaks and Respite",Dementia,"69 Spylaw Road, Edinburgh","EH10 5BP","0131 337 3340",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010625"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/colinton-care-home_51937/"">Facilities, costs and specialist care</a>",,"55.931224,-3.221993"
"Davidson House","Residential Care Home","Care of the elderly, Dementia","266 Colinton Road, Edinburgh","EH14 1DT","0131 441 2117",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010901"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/davidson-house-residential-home_51953/"">Facilities, costs and specialist care</a>",,"55.914572,-3.242876"
"Drumbrae House - City of Edinburgh Council","Residential Care Home","Care of the elderly","24 Ardsheil Avenue","EH4 7HP","0131 339 4667",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2012311175"">Quality grades and inspection reports</a>",,,"55.951939088490604,-3.2903194427490234"
"Eagle Lodge","Residential Care Home","Care of the elderly","488 Ferry Road, Edinburgh","EH5 2DL","0131 551 1611",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010900"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/eagle-lodge-residential-home_51952/"">Facilities, costs and specialist care</a>",,"55.969552,-3.225707"
"Edinburgh Erskine","Nursing Home, Short Breaks and Respite",Dementia,"468 Gilmerton Road, Edinburgh","EH17 7SA","0131 672 2558","<a href=""http://www.erskine.org.uk/erskine-edinburgh-home"">Edinburgh Erskine<a/>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010632"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/erskine-edinburgh-home_38584/"">Facilities, costs and specialist care</a>",,"55.908858,-3.139688"
"Eildon Nursing Home","Nursing Home, Short Breaks and Respite","Dementia ,Physical Disability","23 Eildon Street, Edinburgh","EH3 5JU","0131 557 1481",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010633"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/eildon-house-nursing-home_51938/"">Facilities, costs and specialist care</a>",,"55.966193,-3.20222"
"Ferrylee - City of Edinburgh Council","Residential Care Home",Dementia,"33 North Junction Street, Edinburgh","EH6 6HR","0131 554 7179",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010936"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/ferrylee_37023/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1578/ferrylee_care_home_leaflet"">Information leaflet</a>","55.976938,-3.180006"
"Firrhill Respite Centre","Short Breaks and Respite","Adults with learning disabilities with high physical care needs.","257B Colinton Road, Edinburgh,","EH14 1DW","0131 441 5117","<a href = ""http://www.firrhillcentre.com/RespiteCentre.html"">Firrhill Respite Centre</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010947"">Quality grades and inspection reports</a>",,,"55.91559201959187,-3.23946475982666"
"Ford's Road - City of Edinburgh Council","Residential Care Home","Care of the elderly","8 Ford's Road, Edinburgh","EH11 3HP","0131 443 3731",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010931"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/providers/carehomes/provider.aspx?id=37218&name=ford's-road-home"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1581/fords_road_care_home_leaflet"">Information leaflet</a>","55.932977,-3.249693"
"Forthland Lodge","Nursing Home",Dementia,"6 Alemoor Park, Edinburgh","EH7 6US","0131 555 0601","<a href=""http://www.meallmorelodge.co.uk/more_info.asp?current_id=92"">Forthland Lodge</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2010249613"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/forthland-lodge-residential-and-_51988/"">Facilities, costs and specialist care</a>",,"55.965265,-3.158344"
"Forward Vision","Nursing Home","young adults with visual impairment and learning disability","Forward Vision, Royal Blind School, Canaan Lane, Edinburgh","EH10 4SG","0131 446 3105","<a href=""http://www.royalblind.org/forwardvision/275/Accommodation.html"">Forward Vision</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2009234136"">Quality grades and inspection reports</a>",,,"55.93033207748009,-3.2023000717163086"
"Garvald Napier Road","Residential Care Home","Adults with disabilities","26 Napier Road, Edinburgh","EH10 5AY","0131 229 8416","<a href=""http://www.garvaldedinburgh.org.uk/families-carers/support-at-home/"">Garvald Edinburgh</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011000"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/26-napier-road_25330/"">Facilities, costs and specialist care</a>",,"55.93508913803516,-3.218907594855409"
"Gilmerton Care Home","Nursing Home","Dementia, Young persons","9 Moredunvale Road, Edinburgh","EH17 7QU","0131 672 3337",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010639"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/gilmerton-care-home_51939/"">Facilities, costs and specialist care</a>",,"55.914119,-3.145954"
"Glen Allan","Short Breaks and Respite","Adults with learning disabilities predominantly people with autism.","142 Glenallan Drive, Edinburgh","EH16 5RE","0131 666 2858",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010954"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/glenallan-hostel_50849/"">Facilities, costs and specialist care</a>",,"55.92480220710501,-3.1531620025634765"
"Glencairn Care Home","Residential Care Home","Care of the elderly","8 Chalmers Crescent, Edinburgh","EH9 1TR","0844 939 0939","<a href=""http://www.renaissanceatglencairn.co.uk/"">Glencairn Care Home</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2008186393"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/glencairn_48917/"">Facilities, costs and specialist care</a>",,"55.93694284326413,-3.190798759460449"
"Guthrie Court Care Home","Residential Care Home","Care of the elderly, physical disability","10 Lasswade Road, Edinburgh","EH16 6RZ","0131 664 3094","<a href=""http://www.fshc.co.uk/care-home/guthrie-court-care-home/"">Guthrie Court Care Home</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010641"">Quality grades and inspection reports</a>",,,"55.91251,-3.159442"
"Guthrie House Nursing Home","Nursing Home",Dementia,"12 Lasswade Road, Edinburgh","EH16 6RZ","0131 672 0040","<a href=""http://www.fshc.co.uk/care-home/guthrie-house-care-home/"">Guthrie House Nursing Home</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2006135714"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/guthrie-house-care-home_38778/"">Facilities, costs and specialist care</a>",,"55.91251,-3.159442"
"Inch View - City of Edinburgh Council","Nursing home, Residential Care Home","Dementia, challenging behaviour, high dependency","233 Gilmerton Road, Edinburgh","EH16 5UD","0131 658 5000",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2009233011"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/inch-view-care-home_49675/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1604/inch_view_care_home_leaflet"">Information leaflet</a>","55.923002,-3.16354"
"Jewel House - City of Edinburgh Council","Residential Care Home","Care of the elderly","15 Bingham Crescent, Edinburgh","EH15 3JT","0131 669 0886",,"<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003010937"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/jewel-house_37224/"">Facilities, costs and specialist care</a>","<a href=""http://www.edinburgh.gov.uk/downloads/download/1580/jewel_house_care_home_leaflet"">Information leaflet</a>","55.939782,-3.119237"
"Jubilee House","Residential Care Home","Learning disabilities","48 Polwarth Terrace, Edinburgh","EH11 1NJ","0131 346 4532","<a href=""http://www.jubileehouse.com/"">Jubilee House</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2006118776"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/cairn-jubilee-house-_23737/"">Facilities, costs and specialist care</a>",,"55.932126,-3.225319"
"L'Arche Creelha","Residential Care Home","Learning disabilities","13 St. Clair Avenue, Edinburgh","EH6 8JS","0131 553 3796","<a href=""http://www.larche-edinburgh.org.uk/"">L'Arche</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011195"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/creelha_51985/"">Facilities, costs and specialist care</a>",,"55.96606485218519,-3.168954849243164"
"L'Arche The Skein","Residential Care Home","Learning disabilities","18 Claremont Park, Edinburgh","EH6 7PJ","0131 555 2281","<a href=""http://www.larche-edinburgh.org.uk/"">L'Arche<a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011194"">Quality grades and reports<a>","<a href=""http://www.bettercaring.com/care-homes/the-skein_51984/"">Facilities, costs and specialist care</a>",,"55.96995573846373,-3.1536340713500977"
"Laverock House Residential Care","Residential Care Home, Short Breaks and Respite","Care of the elderly","40 Laverockbank Road, Edinburgh","EH5 3BZ","0131 478 7755","<a href=""http://www.laverockhouse.co.uk/"">Laverock House Residential Care</a>","<a href=""http://www.edinburgh.gov.uk/info/1347/social_care_and_health/716/contact_social_care"">Contact Social Care Direct</a>","<a href=""http://www.scswis.com/index.php?option=com_content&view=article&id=7644&Itemid=489&bereNextPageId=ServiceDetails_action.php&action=displayService&CaseNumber=CS2003011125"">Quality grades and inspection reports</a>","<a href=""http://www.bettercaring.com/care-homes/laverock-house_31900/"">Facilities, costs and specialist care</a>",,"55.978989,-3.202104"
