Streetwork UK,Gilmerton,EH17 8QG,4 Bellevue Street,EH7 4BY,mail@streetwork.org.uk,0131 447 2023,http://www.streetwork.org.uk,,1,,,1,,,,,,,,,1,,,,,1,1,,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetwork UK,Pilton,EH4 4BY,4 Bellevue Street,EH7 4BY,mail@streetwork.org.uk,0131 447 2023,http://www.streetwork.org.uk,,1,,,1,,,,,,,,,1,,,,,1,1,,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetwork UK,Granton,EH4 4GA,4 Bellevue Street,EH7 4BY,mail@streetwork.org.uk,0131 447 2023,http://www.streetwork.org.uk,,1,,,1,,,,,,,,,1,,,,,1,1,,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streetwork UK,Central ,EH7 4BY,4 Bellevue Street,EH7 4BY,mail@streetwork.org.uk,0131 447 2023,http://www.streetwork.org.uk,,1,,,1,,,,,,,,,1,,,,,1,1,,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10th Leith Boy's Brigade,South Leith Church Halls,EH6 6BS,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12th Leith Boy's Brigade,Pilrig Street Church halls,EH6 5AH,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19th Leith Boy's Brigade,East Church Hall Granton EH5,EH5 2BD,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Kirkliston Boy's Brigade,Thomas Chalmers Church Centre,EH29 9AX,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1st Leith Boy's Brigade,BB Memorial Club,EH6 4AQ,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
20th Leith Boy's Brigade,Newhaven Church,EH6 4ND,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
24th Leith Boy's Brigade,Leith St Andrew's Church Hall,EH6 8HT,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
25th Edinburgh Boy's Brigade,"Church Hall, Brunstane Road North",EH15 2DL,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
28th Edinburgh Boy's Brigade,Niddrie Mill Primary School,EH15 3HG,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
31st Edinburgh  Boy's Brigade,Queensferry Primary School,EH30 9NX,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
3rd/8th Edinburgh Boy's Brigade,Liberton Kirk Halls  Kirkgate EH16,EH16 6RY,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
40th Edinburgh Boy's Brigade,Tollcross Primary School,EH3 9QG,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
41st Edinburgh Boy's Brigade,"Church Hall,",EH15 3PX,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
53rd Edinburgh Boy's Brigade,Colinton mains Church Hall,EH13 9ED,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
56th Edinburgh Boy's Brigade,"Church Hall, Quality Street",EH4 5BS,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
63rd Edinburgh Boy's Brigade,Craigmount High School,EH12 8NH,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
65th Edinburgh Boy's Brigade,Gibson Craig Hall,EH14 5NY,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
66th Edinburgh Boy's Brigade,Muirhouse Church Hall,EH4 4PE,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
7th Edinburgh Boy's Brigade,Dreghorn Loan Hall,EH13 0DE,"Pollock Pavilion, 227 Ferry Road",EH6 4SP,office@thebb-edinburgh.org.uk,0131 551 1200,http://www.thebb-edinburgh.org.uk/,,0,1,,,,1,,,,,,,,1,1,0,1,0,,0,,,1,,,,,0,0,
The Ripple Project,198 Restalrig Road South ,EH7 6EA,"Restalrig Lochend Community Hub, 198 Restalrig Road South",EH7 6DZ,rippleproject01@btconnect.com,0131 554 0422,http://www.rippleproject.co.uk,,1,0,,,,0,,,,,,,,0,0,0,0,0,,0,,,0,,,,,0,0,
Hunters Hall Housing Co-op,Niddrie Community Youth Group,EH16 4TR,77 Niddrie House Drive,EH16 4TR,sgeorge@huntershall.org.uk,0131 657 3379,http://www.youngscotwow.org/opportunity/niddrie-community-youth-group,,1,0,,1,1,0,,,,,,,,1,1,1,1,0,,1,,,0,,,1,,1,0,
Dunedin Canmore Youth Projects (DCYP),Oxgangs Neighbourhood Centre,EH13 9EU,8 New Mart Road,EH14 1RL,steven.gillies@dunedincanmore.org.uk,0131 624 5793,http://www.dunedincanmore.org.uk,,1,0,,1,1,0,,,,,,,,1,1,1,1,1,1,1,1,,0,1,,,1,1,1,
Dunedin Canmore Youth Projects (DCYP),Slateford Green Community Centre,EH14 1NE,8 New Mart Road,EH14 1RL,steven.gillies@dunedincanmore.org.uk,0131 624 5793,http://www.dunedincanmore.org.uk,,1,0,,1,1,0,,,,,,,,1,1,1,1,1,1,1,1,,0,1,,,1,1,1,
